TX,RX,Delay,Jitter,Packet Loss,Hour,Model
171.1728813559322,18.124910265613785,512.5718326666668,599.5,0.95,1.0,SUI
171.1728813559322,171.75510204081633,74.819556,34.8421052631579,0.03333333333333333,1.0,SUI
171.1728813559322,100.29582895198037,529.2598890882354,33.18181818181819,0.43333333333333335,1.0,SUI
171.1728813559322,167.80853409356624,59.756731084745766,37.94961887931035,0.016666666666666666,1.0,SUI
171.1728813559322,171.10508677775744,32.33329566101695,4.3085541379310355,0.016666666666666666,1.0,SUI
171.1728813559322,157.92655534243363,1897.913821,32.27585444444445,0.9833333333333333,1.0,SUI
171.1728813559322,170.6326619754712,72.78607618181819,23.761605172413795,0.08333333333333333,1.0,SUI
171.1728813559322,138.25051334702258,47.455607101694916,25.87197212765958,0.016666666666666666,1.0,SUI
171.1728813559322,172.22322967528893,149.80965433333336,31.96712855932204,0.2,1.0,SUI
171.1728813559322,171.10406616126807,62.464830750000004,8.75862068965517,0.0,1.0,SUI
171.1728813559322,170.9857162942925,53.301304389830506,6.240334741379311,0.016666666666666666,1.0,SUI
171.1728813559322,167.75135135135136,46.713365067796616,18.796087931034485,0.016666666666666666,1.0,SUI
171.1728813559322,173.95973315858194,38.968775915254234,31.682084736842107,0.016666666666666666,1.0,SUI
171.1728813559322,39.886130071288456,80.09399444827586,170.25072125000003,0.03333333333333333,1.0,SUI
171.1728813559322,172.64986489250302,1219.6181125384614,18.86117362068966,0.7833333333333333,1.0,SUI
171.1728813559322,171.28062006424054,67.56390328813559,30.225480948275862,0.016666666666666666,1.0,SUI
171.1728813559322,166.31375771418945,95.02343744067798,30.19389350877193,0.016666666666666666,1.0,SUI
171.1728813559322,170.39945092656143,63.50554918965518,10.107029655172415,0.03333333333333333,1.0,SUI
171.1728813559322,160.19578518014956,72.8047121016949,11.308776181818182,0.016666666666666666,1.0,SUI
171.1728813559322,171.68721860809205,35.067806,33.29822394915254,0.06666666666666667,1.0,SUI
171.1728813559322,108.01003636034154,54.85699663333334,28.360870694444447,0.0,1.0,SUI
171.1728813559322,166.50384904264678,505.3057666756757,35.768784464285716,0.38333333333333336,1.0,SUI
171.1728813559322,171.75407365513146,60.69303924561404,37.701822931034485,0.05,1.0,SUI
171.1728813559322,170.74950704575292,62.628393372881355,17.09762853448276,0.016666666666666666,1.0,SUI
171.1728813559322,166.08642395372576,64.45200718644067,30.719298245614038,0.016666666666666666,1.0,SUI
171.1728813559322,170.86854783207158,67.54480712068967,5.175696724137931,0.03333333333333333,1.0,SUI
171.1728813559322,163.2476619328022,40.74667659322034,11.762062727272726,0.016666666666666666,1.0,SUI
171.1728813559322,172.48497476055465,38.525826089285715,27.507405350877193,0.06666666666666667,1.0,SUI
171.1728813559322,151.43021129013104,59.66534755172414,31.92173833333333,0.03333333333333333,1.0,SUI
171.1728813559322,171.51778929188256,326.1157823461538,7.362964310344828,0.13333333333333333,1.0,SUI
171.1728813559322,8.826469005290633,45.503734813559326,1756.9913450000001,0.016666666666666666,1.0,SUI
171.1728813559322,172.29198167491373,1478.4094935,29.038810258620693,0.9666666666666667,1.0,SUI
171.1728813559322,86.68551288092877,84.88307074576271,67.86639022727275,0.016666666666666666,1.0,SUI
171.1728813559322,171.87815155690382,763.801448826087,40.95010157894737,0.6166666666666667,1.0,SUI
171.1728813559322,171.3417698029858,76.33484548275864,22.06881629310345,0.03333333333333333,1.0,SUI
171.1728813559322,170.9857162942925,58.93538515254238,6.9005807758620685,0.016666666666666666,1.0,SUI
171.1728813559322,116.7267683772538,48.36418083050848,38.058827435897435,0.016666666666666666,1.0,SUI
171.1728813559322,167.32193930938263,345.57182687500006,14.163805357142857,0.3333333333333333,1.0,SUI
171.1728813559322,170.3969204094953,120.0411012631579,27.660395258620692,0.05,1.0,SUI
171.1728813559322,165.69081191176028,42.53564684745763,21.731141929824563,0.016666666666666666,1.0,SUI
171.1728813559322,168.43565983069846,47.86163720689655,23.547048333333333,0.03333333333333333,1.0,SUI
171.1728813559322,171.33414032782346,114.84014893103449,25.10647789473684,0.03333333333333333,1.0,SUI
171.1728813559322,172.65038446137777,71.31455100000001,20.069711637931036,0.03333333333333333,1.0,SUI
171.1728813559322,55.42919868276619,72.1748062542373,81.59536294117648,0.016666666666666666,1.0,SUI
171.1728813559322,171.39835453727406,870.0814493333335,48.18905827586207,0.7,1.0,SUI
171.1728813559322,22.83853459972863,64.87125591525424,382.20000000000005,0.016666666666666666,1.0,SUI
171.1728813559322,172.59037408074812,1433.7428268333335,11.150844913793104,0.9,1.0,SUI
171.1728813559322,170.71601423487544,50.49860049152543,26.35497910714286,0.016666666666666666,1.0,SUI
171.1728813559322,171.57705597788527,61.59050924561404,5.790715862068966,0.05,1.0,SUI
171.1728813559322,165.4910860474259,2318.922476,22.46087935185185,0.9833333333333333,1.0,SUI
171.1728813559322,42.74269676893882,37.377169220338985,29.887927222222224,0.016666666666666666,1.0,SUI
171.1728813559322,171.44446498823757,68.92018790909091,35.034323303571426,0.08333333333333333,1.0,SUI
171.1728813559322,173.31326351612714,224.50949350000002,23.739140948275864,0.8333333333333334,1.0,SUI
171.1728813559322,168.72184195128312,63.968648192982464,39.70495663793103,0.05,1.0,SUI
171.1728813559322,170.3969204094953,98.98601845762713,38.83489818965517,0.016666666666666666,1.0,SUI
171.1728813559322,165.80386038301236,74.51194972881356,43.99286342105264,0.016666666666666666,1.0,SUI
171.1728813559322,166.0323758677094,54.47034405084746,33.02164359649123,0.016666666666666666,1.0,SUI
171.1728813559322,171.3417698029858,67.72818289655173,47.2412300862069,0.03333333333333333,1.0,SUI
171.1728813559322,171.39221671373897,60.55428884482759,30.71207964912281,0.03333333333333333,1.0,SUI
171.1728813559322,161.18146544952685,66.00860947457628,16.584178636363635,0.016666666666666666,1.0,SUI
171.1728813559322,171.33972293122773,64.25841875862069,33.30362974137931,0.03333333333333333,1.0,SUI
171.1728813559322,168.66745699705564,148.64294385714288,35.90005131578948,0.06666666666666667,1.0,SUI
171.1728813559322,168.73662579485764,49.312960745762716,16.81818181818182,0.016666666666666666,1.0,SUI
171.1728813559322,171.69571230982018,58.46284712068966,6.6215850000000005,0.03333333333333333,1.0,SUI
171.1728813559322,171.4580511155275,60.27798983928572,21.867291810344827,0.06666666666666667,1.0,SUI
171.1728813559322,167.86379116895702,41.35904650847458,42.650397241379316,0.016666666666666666,1.0,SUI
171.1728813559322,39.49759633635245,73.64820896610169,168.33261208333337,0.016666666666666666,1.0,SUI
171.1728813559322,167.51132463967056,72.32808210169492,30.21386684210526,0.016666666666666666,1.0,SUI
171.1728813559322,153.65208046030628,1250.450951,30.75183086538462,0.7833333333333333,1.0,SUI
171.1728813559322,171.3988666009008,88.65071160344827,27.605388189655176,0.03333333333333333,1.0,SUI
171.1728813559322,169.06254130695436,336.6976939245283,30.84169387931035,0.11666666666666667,1.0,SUI
171.1728813559322,171.81765164628652,43.368581677966105,26.336977543859653,0.016666666666666666,1.0,SUI
171.1728813559322,171.75561623827687,54.5009476101695,25.781980258620695,0.016666666666666666,1.0,SUI
171.1728813559322,110.3513200885933,61.269759793103454,172.5776107142857,0.03333333333333333,1.0,SUI
171.1728813559322,171.3476359055951,63.78885727118644,3.2336207627118645,0.016666666666666666,1.0,SUI
171.1728813559322,170.88074623881778,1573.919591,4.563282796610169,0.75,1.0,SUI
171.1728813559322,166.08838039459994,39.5233415,44.25981736842106,0.0,1.0,SUI
171.1728813559322,103.35375822682283,32.07810175,35.18105264705883,0.0,1.0,SUI
171.1728813559322,15.285047372259347,68.93075194827587,613.2543275,0.03333333333333333,1.0,SUI
171.1728813559322,165.57888972683492,556.3311310000001,40.2424253508772,0.4166666666666667,1.0,SUI
171.1728813559322,172.11178869063048,1603.7259380000003,32.254591637931036,0.9166666666666666,1.0,SUI
171.1728813559322,165.57791749300281,69.28729962068967,43.825320614035085,0.03333333333333333,1.0,SUI
171.1728813559322,170.98520669630582,81.47650523728814,35.72622706896552,0.016666666666666666,1.0,SUI
171.1728813559322,171.16049397780873,72.88471031034484,30.11248232758621,0.03333333333333333,1.0,SUI
171.1728813559322,171.63431786216594,61.82047591525424,20.706613333333333,0.016666666666666666,1.0,SUI
171.1728813559322,170.5704958472092,89.0962216779661,34.01351077586207,0.016666666666666666,1.0,SUI
171.1728813559322,170.6341844807102,77.7833511724138,24.52067353448276,0.03333333333333333,1.0,SUI
171.1728813559322,33.93536543927908,57.50776303389831,225.55651722222223,0.016666666666666666,1.0,SUI
171.1728813559322,17.561089183572005,39.34664489830509,588.98846,0.016666666666666666,1.0,SUI
171.1728813559322,171.51921790280068,1290.8120900000001,5.362533474576272,0.8333333333333334,1.0,SUI
171.1728813559322,76.33335374656458,1651.6897860000001,56.32411891304348,0.9333333333333333,1.0,SUI
171.1728813559322,172.1107560291923,33.92182108333334,24.636886465517243,0.0,1.0,SUI
171.1728813559322,171.573470973518,128.34563391666669,35.073746875,0.6,1.0,SUI
171.1728813559322,169.06652700455354,73.70997930508476,35.43178060344828,0.016666666666666666,1.0,SUI
171.1728813559322,171.51778929188256,87.77635512280702,11.574039137931035,0.05,1.0,SUI
171.1728813559322,171.51881484997756,63.63286167796611,9.467009482758622,0.016666666666666666,1.0,SUI
171.1728813559322,21.73853710659927,56.15829718644068,315.6623391666667,0.016666666666666666,1.0,SUI
171.1728813559322,173.33931081136177,50.14736252542373,6.84377552631579,0.016666666666666666,1.0,SUI
171.1728813559322,171.16151526758225,1084.9298945714286,22.160096810344825,0.8833333333333333,1.0,SUI
171.1728813559322,171.69469292596082,34.10563393103448,34.432898928571426,0.03333333333333333,1.0,SUI
171.1728813559322,143.28710199805303,43.8981803220339,14.2465740625,0.016666666666666666,1.0,SUI
171.1728813559322,55.919729805911984,68.87028775438597,93.36057794117649,0.05,1.0,SUI
171.1728813559322,171.16202591703941,325.14502283673477,22.434615862068966,0.18333333333333332,1.0,SUI
171.1728813559322,169.52579908105767,995.2764851666667,29.400730000000003,0.7,1.0,SUI
171.1728813559322,172.6493453267554,84.17017947457626,14.101508362068968,0.016666666666666666,1.0,SUI
171.1728813559322,46.08995944089045,71.70448413559323,110.20872178571429,0.016666666666666666,1.0,SUI
171.1728813559322,169.70212109213057,47.2783289661017,11.380056465517242,0.016666666666666666,1.0,SUI
171.1728813559322,168.32,1184.9977976666669,33.7592175862069,0.75,1.0,SUI
171.1728813559322,172.1740501614482,51.82298150847458,7.937600344827586,0.016666666666666666,1.0,SUI
171.1728813559322,170.9294036406038,760.948441,8.431631379310346,0.9833333333333333,1.0,SUI
171.1728813559322,68.88540925266904,58.40820108474576,79.81975545454546,0.016666666666666666,1.0,SUI
171.1728813559322,172.77001021263857,53.07795227118645,30.24734827586207,0.016666666666666666,1.0,SUI
171.1728813559322,171.6857029423112,73.34385769491524,8.466169288135594,0.016666666666666666,1.0,SUI
171.1728813559322,10.067159352600072,708.6207623043479,1103.9783625000002,0.6166666666666667,1.0,SUI
171.1728813559322,171.57705597788527,72.41480235593221,9.72234724137931,0.016666666666666666,1.0,SUI
171.1728813559322,173.13249651324963,25.010236466666665,14.105835862068966,0.0,1.0,SUI
171.1728813559322,170.8254397834912,1782.6064526666669,39.353291694915264,0.95,1.0,SUI
171.1728813559322,22.49437905895495,56.20298345762712,361.49423,0.016666666666666666,1.0,SUI
171.1728813559322,158.23955431754874,69.67351972881357,22.339622641509433,0.016666666666666666,1.0,SUI
171.1728813559322,170.92736660929432,61.465251916666666,8.295192586206896,0.0,1.0,SUI
171.1728813559322,170.92736660929432,1436.0579145714287,18.122181896551727,0.8833333333333333,1.0,SUI
171.1728813559322,171.10661772532117,158.47634220370372,3.2201775,0.1,1.0,SUI
171.1728813559322,24.99823401952024,40.600949644067796,429.9956725,0.016666666666666666,1.0,SUI
171.1728813559322,172.17301675274615,31.45852922033898,25.170026206896555,0.016666666666666666,1.0,SUI
171.1728813559322,121.79656728000745,40.59170786440678,41.95292975,0.016666666666666666,1.0,SUI
171.1728813559322,23.280960347359894,1844.913821,373.796538,0.95,1.0,SUI
171.1728813559322,171.10508677775744,69.81828727118643,39.72055655172414,0.016666666666666666,1.0,SUI
171.1728813559322,168.77720572171467,79.0726172195122,33.82743698275862,0.31666666666666665,1.0,SUI
171.1728813559322,171.0549044983761,1539.599240166667,24.951793050847456,0.9,1.0,SUI
171.1728813559322,28.288869882211067,61.944706169491525,349.34198833333335,0.016666666666666666,1.0,SUI
171.1728813559322,168.89201980937708,65.54922201694916,35.81848353448276,0.016666666666666666,1.0,SUI
171.1728813559322,171.99823167150564,50.00522075,33.91566,0.0,1.0,SUI
171.1728813559322,176.82918365992774,503.17896724999997,30.52186732758621,0.9333333333333333,1.0,SUI
